180        221         222        181       
181        222         223        182       
182        223         224        183       
183        224         225        184       
184        225         226        185       
185        226         227        186       
186        227         228        187       
187        228         229        188       
188        229         230        189       
189        230         231        190       
190        231         232        191       
191        232         233        192       
192        233         234        193       
193        234         235        194       
194        235         236        195       
195        236         237        196       
196        237         238        197       
197        238         239        198       
198        239         240        199       
199        240         241        200       
200        241         242        201       
201        242         243        202       
202        243         244        203       
203        244         245        204       
204        245         246        205       
206        247         248        207       
207        248         249        208       
208        249         250        209       
209        250         251        210       
210        251         252        211       
211        252         253        212       
212        253         254        213       
213        254         255        214       
214        255         256        215       
215        256         257        216       
216        257         258        217       
217        258         259        218       
218        259         260        219       
219        260         261        220       
220        261         262        221       
221        262         263        222       
222        263         264        223       
223        264         265        224       
224        265         266        225       
225        266         267        226       
226        267         268        227       
227        268         269        228       
228        269         270        229       
229        270         271        230       
230        271         272        231       
231        272         273        232       
232        273         274        233       
233        274         275        234       
234        275         276        235       
235        276         277        236       
236        277         278        237       
237        278         279        238       
238        279         280        239       
239        280         281        240       
240        281         282        241       
241        282         283        242       
242        283         284        243       
243        284         285        244       
244        285         286        245       
245        286         287        246       
247        288         289        248       
248        289         290        249       
249        290         291        250       
250        291         292        251       
251        292         293        252       
252        293         294        253       
253        294         295        254       
254        295         296        255       
255        296         297        256       
256        297         298        257       
257        298         299        258       
258        299         300        259       
259        300         301        260       
260        301         302        261       
261        302         303        262       
262        303         304        263       
263        304         305        264       
264        305         306        265       
265        306         307        266       
266        307         308        267       
267        308         309        268       
268        309         310        269       
269        310         311        270       
270        311         312        271       
271        312         313        272       
272        313         314        273       
273        314         315        274       
274        315         316        275       
275        316         317        276       
276        317         318        277       
277        318         319        278       
278        319         320        279       
279        320         321        280       
280        321         322        281       
281        322         323        282       
282        323         324        283       
283        324         325        284       
284        325         326        285       
285        326         327        286       
286        327         328        287       
288        329         330        289       
289        330         331        290       
290        331         332        291       
291        332         333        292       
292        333         334        293       
293        334         335        294       
294        335         336        295       
295        336         337        296       
296        337         338        297       
297        338         339        298       
298        339         340        299       
299        340         341        300       
300        341         342        301       
301        342         343        302       
302        343         344        303       
303        344         345        304       
304        345         346        305       
305        346         347        306       
306        347         348        307       
307        348         349        308       
308        349         350        309       
309        350         351        310       
310        351         352        311       
311        352         353        312       
312        353         354        313       
313        354         355        314       
314        355         356        315       
315        356         357        316       
316        357         358        317       
317        358         359        318       
318        359         360        319       
319        360         361        320       
320        361         362        321       
321        362         363        322       
322        363         364        323       
323        364         365        324       
324        365         366        325       
325        366         367        326       
326        367         368        327       
327        368         369        328       
329        370         371        330       
330        371         372        331       
331        372         373        332       
332        373         374        333       
333        374         375        334       
334        375         376        335       
335        376         377        336       
336        377         378        337       
337        378         379        338       
338        379         380        339       
339        380         381        340       
340        381         382        341       
341        382         383        342       
342        383         384        343       
343        384         385        344       
344        385         386        345       
345        386         387        346       
346        387         388        347       
347        388         389        348       
348        389         390        349       
349        390         391        350       
350        391         392        351       
351        392         393        352       
352        393         394        353       
353        394         395        354       
354        395         396        355       
355        396         397        356       
356        397         398        357       
357        398         399        358       
358        399         400        359       
359        400         401        360       
360        401         402        361       
361        402         403        362       
362        403         404        363       
363        404         405        364       
364        405         406        365       
365        406         407        366       
366        407         408        367       
367        408         409        368       
368        409         410        369       
370        411         412        371       
371        412         413        372       
372        413         414        373       
373        414         415        374       
374        415         416        375       
375        416         417        376       
376        417         418        377       
377        418         419        378       
378        419         420        379       
379        420         421        380       
380        421         422        381       
381        422         423        382       
382        423         424        383       
383        424         425        384       
384        425         426        385       
385        426         427        386       
386        427         428        387       
387        428         429        388       
388        429         430        389       
389        430         431        390       
390        431         432        391       
391        432         433        392       
392        433         434        393       
393        434         435        394       
394        435         436        395       
395        436         437        396       
396        437         438        397       
397        438         439        398       
398        439         440        399       
399        440         441        400       
400        441         442        401       
401        442         443        402       
402        443         444        403       
403        444         445        404       
404        445         446        405       
405        446         447        406       
406        447         448        407       
407        448         449        408       
408        449         450        409       
409        450         451        410       
411        452         453        412       
412        453         454        413       
413        454         455        414       
414        455         456        415       
415        456         457        416       
416        457         458        417       
417        458         459        418       
418        459         460        419       
419        460         461        420       
420        461         462        421       
421        462         463        422       
422        463         464        423       
423        464         465        424       
424        465         466        425       
425        466         467        426       
426        467         468        427       
427        468         469        428       
428        469         470        429       
429        470         471        430       
430        471         472        431       
431        472         473        432       
432        473         474        433       
433        474         475        434       
434        475         476        435       
435        476         477        436       
436        477         478        437       
437        478         479        438       
438        479         480        439       
439        480         481        440       
440        481         482        441       
441        482         483        442       
442        483         484        443       
443        484         485        444       
444        485         486        445       
445        486         487        446       
446        487         488        447       
447        488         489        448       
448        489         490        449       
449        490         491        450       
450        491         492        451       
452        493         494        453       
453        494         495        454       
454        495         496        455       
455        496         497        456       
456        497         498        457       
457        498         499        458       
458        499         500        459       
459        500         501        460       
460        501         502        461       
461        502         503        462       
462        503         504        463       
463        504         505        464       
464        505         506        465       
465        506         507        466       
466        507         508        467       
467        508         509        468       
468        509         510        469       
469        510         511        470       
470        511         512        471       
471        512         513        472       
472        513         514        473       
473        514         515        474       
474        515         516        475       
475        516         517        476       
476        517         518        477       
477        518         519        478       
478        519         520        479       
479        520         521        480       
480        521         522        481       
481        522         523        482       
482        523         524        483       
483        524         525        484       
484        525         526        485       
485        526         527        486       
486        527         528        487       
487        528         529        488       
488        529         530        489       
489        530         531        490       
490        531         532        491       
491        532         533        492       
493        534         535        494       
494        535         536        495       
495        536         537        496       
496        537         538        497       
497        538         539        498       
498        539         540        499       
499        540         541        500       
500        541         542        501       
501        542         543        502       
502        543         544        503       
503        544         545        504       
504        545         546        505       
505        546         547        506       
506        547         548        507       
507        548         549        508       
508        549         550        509       
509        550         551        510       
510        551         552        511       
511        552         553        512       
512        553         554        513       
513        554         555        514       
514        555         556        515       
515        556         557        516       
516        557         558        517       
517        558         559        518       
518        559         560        519       
519        560         561        520       
520        561         562        521       
521        562         563        522       
522        563         564        523       
523        564         565        524       
524        565         566        525       
525        566         567        526       
526        567         568        527       
527        568         569        528       
528        569         570        529       
529        570         571        530       
530        571         572        531       
531        572         573        532       
532        573         574        533       
534        575         576        535       
535        576         577        536       
536        577         578        537       
537        578         579        538       
538        579         580        539       
539        580         581        540       
540        581         582        541       
541        582         583        542       
542        583         584        543       
543        584         585        544       
544        585         586        545       
545        586         587        546       
546        587         588        547       
547        588         589        548       
548        589         590        549       
549        590         591        550       
550        591         592        551       
551        592         593        552       
552        593         594        553       
553        594         595        554       
554        595         596        555       
555        596         597        556       
556        597         598        557       
557        598         599        558       
558        599         600        559       
559        600         601        560       
560        601         602        561       
561        602         603        562       
562        603         604        563       
563        604         605        564       
564        605         606        565       
565        606         607        566       
566        607         608        567       
567        608         609        568       
568        609         610        569       
569        610         611        570       
570        611         612        571       
571        612         613        572       
572        613         614        573       
573        614         615        574       
575        616         617        576       
576        617         618        577       
577        618         619        578       
578        619         620        579       
579        620         621        580       
580        621         622        581       
581        622         623        582       
582        623         624        583       
583        624         625        584       
584        625         626        585       
585        626         627        586       
586        627         628        587       
587        628         629        588       
588        629         630        589       
589        630         631        590       
590        631         632        591       
591        632         633        592       
592        633         634        593       
593        634         635        594       
594        635         636        595       
595        636         637        596       
596        637         638        597       
597        638         639        598       
598        639         640        599       
599        640         641        600       
600        641         642        601       
601        642         643        602       
602        643         644        603       
603        644         645        604       
604        645         646        605       
605        646         647        606       
606        647         648        607       
607        648         649        608       
608        649         650        609       
609        650         651        610       
610        651         652        611       
611        652         653        612       
612        653         654        613       
613        654         655        614       
614        655         656        615       
616        657         658        617       
617        658         659        618       
618        659         660        619       
619        660         661        620       
620        661         662        621       
621        662         663        622       
622        663         664        623       
623        664         665        624       
624        665         666        625       
625        666         667        626       
626        667         668        627       
627        668         669        628       
628        669         670        629       
629        670         671        630       
630        671         672        631       
631        672         673        632       
632        673         674        633       
633        674         675        634       
634        675         676        635       
635        676         677        636       
636        677         678        637       
637        678         679        638       
638        679         680        639       
639        680         681        640       
640        681         682        641       
641        682         683        642       
642        683         684        643       
643        684         685        644       
644        685         686        645       
645        686         687        646       
646        687         688        647       
647        688         689        648       
648        689         690        649       
649        690         691        650       
650        691         692        651       
651        692         693        652       
652        693         694        653       
653        694         695        654       
654        695         696        655       
655        696         697        656       
657        698         699        658       
658        699         700        659       
659        700         701        660       
660        701         702        661       
661        702         703        662       
662        703         704        663       
663        704         705        664       
664        705         706        665       
665        706         707        666       
666        707         708        667       
667        708         709        668       
668        709         710        669       
669        710         711        670       
670        711         712        671       
671        712         713        672       
672        713         714        673       
673        714         715        674       
674        715         716        675       
675        716         717        676       
676        717         718        677       
677        718         719        678       
678        719         720        679       
679        720         721        680       
680        721         722        681       
681        722         723        682       
682        723         724        683       
683        724         725        684       
684        725         726        685       
685        726         727        686       
686        727         728        687       
687        728         729        688       
688        729         730        689       
689        730         731        690       
690        731         732        691       
691        732         733        692       
692        733         734        693       
693        734         735        694       
694        735         736        695       
695        736         737        696       
696        737         738        697       
698        739         740        699       
699        740         741        700       
700        741         742        701       
701        742         743        702       
702        743         744        703       
703        744         745        704       
704        745         746        705       
705        746         747        706       
706        747         748        707       
707        748         749        708       
708        749         750        709       
709        750         751        710       
710        751         752        711       
711        752         753        712       
712        753         754        713       
713        754         755        714       
714        755         756        715       
715        756         757        716       
716        757         758        717       
717        758         759        718       
718        759         760        719       
719        760         761        720       
720        761         762        721       
721        762         763        722       
722        763         764        723       
723        764         765        724       
724        765         766        725       
725        766         767        726       
726        767         768        727       
727        768         769        728       
728        769         770        729       
729        770         771        730       
730        771         772        731       
731        772         773        732       
732        773         774        733       
733        774         775        734       
734        775         776        735       
735        776         777        736       
736        777         778        737       
737        778         779        738       
739        780         781        740       
740        781         782        741       
741        782         783        742       
742        783         784        743       
743        784         785        744       
744        785         786        745       
745        786         787        746       
746        787         788        747       
747        788         789        748       
748        789         790        749       
749        790         791        750       
750        791         792        751       
751        792         793        752       
752        793         794        753       
753        794         795        754       
754        795         796        755       
755        796         797        756       
756        797         798        757       
757        798         799        758       
758        799         800        759       
759        800         801        760       
760        801         802        761       
761        802         803        762       
762        803         804        763       
763        804         805        764       
764        805         806        765       
765        806         807        766       
766        807         808        767       
767        808         809        768       
768        809         810        769       
769        810         811        770       
770        811         812        771       
771        812         813        772       
772        813         814        773       
773        814         815        774       
774        815         816        775       
775        816         817        776       
776        817         818        777       
777        818         819        778       
778        819         820        779       
780        821         822        781       
781        822         823        782       
782        823         824        783       
783        824         825        784       
784        825         826        785       
785        826         827        786       
786        827         828        787       
787        828         829        788       
788        829         830        789       
789        830         831        790       
790        831         832        791       
791        832         833        792       
792        833         834        793       
793        834         835        794       
794        835         836        795       
795        836         837        796       
796        837         838        797       
797        838         839        798       
798        839         840        799       
799        840         841        800       
800        841         842        801       
801        842         843        802       
802        843         844        803       
803        844         845        804       
804        845         846        805       
805        846         847        806       
806        847         848        807       
807        848         849        808       
808        849         850        809       
809        850         851        810       
810        851         852        811       
811        852         853        812       
812        853         854        813       
813        854         855        814       
814        855         856        815       
815        856         857        816       
816        857         858        817       
817        858         859        818       
818        859         860        819       
819        860         861        820       
